epoch,train_loss,val_loss,boundary_loss,mask_loss,learning_rate
1,0.6925567030906677,0.7349879066149394,0.5379546682039896,0.8663433432579041,0.0001
2,0.6163479950692918,0.6269766211509704,0.3861948251724243,0.7874977747599284,0.0001
3,0.5771472136179606,0.5681725939114889,0.37160646518071494,0.6992166399955749,0.0001
4,0.5453274612073545,0.5396281739075979,0.32742202083269756,0.6810989141464233,0.0001
5,0.5219152307068861,0.5014518757661184,0.31405197978019717,0.6263851205507914,0.0001
6,0.5040523394390389,0.48316412170728046,0.2996033231417338,0.6055379708607992,0.0001
7,0.4809269858731164,0.47134460012118023,0.2711232523123423,0.604825480779012,0.0001
8,0.46238300910702457,0.4505037029584249,0.2510754625002543,0.5834558367729187,0.0001
9,0.4472238904900021,0.41394744714101156,0.23419618209203083,0.5337815920511881,0.0001
10,0.4282002446828065,0.40912904938062034,0.22770796914895375,0.530076410373052,0.0001
11,0.41007047847465233,0.44675993323326113,0.2193041165669759,0.5983971158663431,0.0001
12,0.4070585310459137,0.40454312165578205,0.19805340667565663,0.5422029078006745,0.0001
13,0.3903181716247841,0.38093275427818296,0.19546160101890564,0.5045801719029744,0.0001
14,0.37210811376571656,0.37109198768933616,0.19517606298128765,0.4883692502975464,0.0001
15,0.3630364137667197,0.3591603855292002,0.17070527772108715,0.4847970982392629,0.0001
16,0.35448801296728627,0.3479485432306925,0.1844061146179835,0.4569767971833547,0.0001
17,0.33540252557507266,0.33555345237255096,0.16035618583361308,0.4523516098658244,0.0001
18,0.3257519085098196,0.3161679933468501,0.15229031642278035,0.4254197657108307,0.0001
19,0.3299076390487176,0.32172232468922934,0.1541099116206169,0.43346391916275023,0.0001
20,0.3114403785378845,0.3243025759855906,0.14674768845240274,0.4426724831263224,0.0001
21,0.3070314975800338,0.3154330323139826,0.13439988046884538,0.4361217776934306,0.0001
22,0.29307835300763446,0.29424341519673664,0.1343549981713295,0.4008356769879659,0.0001
23,0.28291294707192316,0.28415704766909283,0.12363067418336868,0.39117461840311685,0.0001
24,0.28476649081265487,0.2952160149812698,0.122859854499499,0.4101200997829437,0.0001
25,0.26314185703242265,0.3015092839797338,0.1195262556274732,0.4228312929471334,0.0001
26,0.26454740232891505,0.27618650496006014,0.11637359112501144,0.38272842864195505,0.0001
27,0.254631534660304,0.26745715240637463,0.1192253902554512,0.3662783106168111,0.0001
28,0.24213582950609702,0.2603642304738363,0.11229780664046606,0.3590751667817434,0.0001
29,0.2401375072973746,0.27150956392288206,0.10810932715733847,0.38044304251670835,0.0001
30,0.23105590917445995,0.2698211352030436,0.11620279004176458,0.3722333461046219,0.0001
31,0.22072197717648964,0.26214282512664794,0.10743934661149979,0.3652784635623296,0.0001
32,0.22041168411572773,0.25935498674710594,0.10738996664683025,0.36066498259703317,0.0001
33,0.21354928734125914,0.24125536680221557,0.10533270239830017,0.3318704664707184,0.0001
34,0.2073379585036525,0.23734045426050823,0.10194408148527145,0.32760468622048694,0.0001
35,0.19673972262276543,0.22694585223992667,0.10302262678742409,0.30956132113933565,0.0001
36,0.19155725042025248,0.22046322027842205,0.10006132572889329,0.30073113441467286,0.0001
37,0.1902916775809394,0.22419537007808685,0.09826580335696539,0.30814840892950696,0.0001
38,0.18705480959680346,0.25567090113957724,0.10354131385684014,0.3570906122525533,0.0001
39,0.18336838837023134,0.21403188506762186,0.09692014902830123,0.29210635721683503,0.0001
40,0.17676081237969576,0.23289647003014882,0.09657870282729467,0.32377496858437854,0.0001
41,0.16812903616163466,0.20457116961479188,0.09523126309116682,0.27746442159016926,0.0001
42,0.16336620047136588,0.20757226943969725,0.09428535898526509,0.28309686183929444,0.0001
43,0.1604112853054647,0.20513481696446736,0.09500018358230591,0.2785578946272532,0.0001
44,0.1499640882567123,0.2005499040087064,0.09387684712807337,0.2716652592023214,0.0001
