epoch,train_loss,val_loss,boundary_loss,mask_loss,learning_rate
1,0.6536341446141402,0.577739492058754,0.5305043665262369,0.6092295463268573,0.0001
2,0.5626906660695871,0.5282405832639108,0.4668850577794589,0.5691442329149979,0.0001
3,0.5132674547533195,0.4810780447262984,0.4293051866384653,0.5155932651116297,0.0001
4,0.4759352846692006,0.4594853245295011,0.4013621692474072,0.4982340610944308,0.0001
5,0.45162829011678696,0.474961498608956,0.3921889869066385,0.5301431474777368,0.0001
6,0.4229139069716136,0.4214795266206448,0.3582144264991467,0.4636562363459514,0.0001
7,0.4019185629983743,0.3849971546576573,0.3349581996981914,0.41835644153448254,0.0001
8,0.38014968248705067,0.36410723282740665,0.3112763292514361,0.39932781572525317,0.0001
9,0.37930233391622703,0.3831109885986035,0.29648067401005673,0.44086451255358183,0.0001
10,0.3654520004987717,0.36800534106217897,0.29325744108511853,0.41783724897182906,0.0001
11,0.34654473333309094,0.3423485297423143,0.28559260127636105,0.3801857955180682,0.0001
12,0.3372739667693774,0.3479553718979542,0.27330224961042404,0.39772409888414234,0.0001
13,0.3255012746279438,0.3376657154697638,0.27027012407779694,0.38259609100910336,0.0001
14,0.31724901342143613,0.34384674349656474,0.24836601718113974,0.4075005432734123,0.0001
15,0.30881327024350563,0.3215223550796509,0.24567943180982882,0.37208428463110554,0.0001
16,0.30093439246217407,0.32199935099253285,0.23644903130256212,0.37903287892158216,0.0001
17,0.29492455733319123,0.309703036569632,0.2343727952012649,0.35992317360181075,0.0001
18,0.2875916140154004,0.42548733949661255,0.23381954832718924,0.5532658432538693,0.0001
19,0.2945602387189865,0.3114433873158235,0.22960926391757452,0.36599945047727,0.0001
20,0.2858183873196443,0.3083285609116921,0.2306262022600724,0.3601301129047687,0.0001
21,0.27973525238533814,0.3034043862269475,0.22511036636737677,0.3556003851386217,0.0001
22,0.2760984027137359,0.3421258955047681,0.22703419539790887,0.418853671504901,0.0001
23,0.2704020834217469,0.30404171978051847,0.22271269817764944,0.35826105108627904,0.0001
24,0.2784011364604036,0.2921935325631729,0.21738123750457397,0.34206838046128935,0.0001
25,0.26449513087670007,0.2974931070437798,0.2167266165980926,0.35133741337519425,0.0001
26,0.26201146927972635,0.2965122621793013,0.21273238183214113,0.3523654949206572,0.0001
27,0.2578162853295604,0.40479459785498106,0.22079509468032762,0.5274609132454946,0.0001
28,0.26916146812339625,0.35332359488193804,0.22433440387248993,0.439316373031873,0.0001
29,0.25395969351132713,0.308826628785867,0.2102776447740885,0.374525931592171,0.0001
30,0.25044289144376913,0.30292293429374695,0.21330387259905154,0.36266895498220736,0.0001
31,0.24861360875268776,0.32134130081305134,0.21065541356801987,0.3951318728236052,0.0001
32,0.24438904244452714,0.3145396038889885,0.21201243710059386,0.3828910279732484,0.0001
33,0.247595210497578,0.34543070311729723,0.21270132351380128,0.4339169275302153,0.0001
34,0.24039314426481723,0.29623134663471806,0.2105967869552282,0.3533210399059149,0.0001
35,0.24248869890968006,0.2911470429255412,0.20893590811353463,0.34595445142342496,0.0001
36,0.23627908527851105,0.3443831457541539,0.21466253898464716,0.43086352887061924,0.0001
37,0.2326498876325786,0.30021133617712903,0.20840803333199942,0.361413520689194,0.0001
38,0.23083186720808346,0.31031201435969424,0.20721670211507723,0.37904220360976,0.0001
39,0.23208183143287897,0.37630783823820263,0.208704668455399,0.4880432624083299,0.0001
40,0.2270802503141264,0.2878528701571318,0.21310397065602815,0.3376854509115219,0.0001
41,0.23154647710422674,0.406242742561377,0.21681574789377359,0.5325273859959382,0.0001
42,0.22321749894569318,0.32909567654132843,0.20514681935310364,0.41172823367210537,0.0001
43,0.22044927341242632,0.3290545138028952,0.20530579926875922,0.4115536344739107,0.0001
44,0.21798905807857713,0.2926617837869204,0.20323179146418205,0.35228176243030107,0.0001
45,0.2192327708316346,0.30066138162062717,0.20208088451853165,0.36638169850294405,0.0001
46,0.2366568653844297,0.3837447367035426,0.21057028581316656,0.4991943446489481,0.0001
47,0.2215477519358198,0.31663193381749666,0.20487977650303107,0.3911333502485202,0.0001
48,0.21267774278918902,0.3007980046363977,0.2014776376577524,0.36701156542851376,0.0001
49,0.2117554177219669,0.2925861168366212,0.2096579668040459,0.34787153338010496,0.0001
50,0.20882077449932696,0.29942169327002305,0.20403150039223525,0.3630151381859413,0.0001
51,0.20444983001798392,0.29000480702290166,0.2035271181510045,0.3476565835567621,0.0001
52,0.20159165235236287,0.288347095824205,0.20467613150294012,0.34412772208452225,0.0001
53,0.19985405352587501,0.29236853351959813,0.20784941000434068,0.3487146026813067,0.0001
54,0.19960429482161998,0.33229779452085495,0.21430404340991607,0.41096027482014436,0.0001
55,0.19770503068963688,0.3170297919557645,0.20125161311947382,0.3942152267465225,0.0001
56,0.19872530763968826,0.28422019802607024,0.20018169197898644,0.34024585554232967,0.0001
57,0.1937807654341062,0.28672601053347957,0.2014582449427018,0.3435711688720263,0.0001
58,0.1931953622959554,0.2953588395164563,0.2059661622803945,0.3549539406712239,0.0001
59,0.19329151371493936,0.29179798467801166,0.19941563675036797,0.35338619695259976,0.0001
60,0.1900477849878371,0.28660878940270496,0.20401773544458243,0.34166947866861636,0.0001
61,0.18792929453775287,0.2872048937357389,0.19905195155969033,0.3459734996924034,0.0001
62,0.19413392242665092,0.27658393577887463,0.20494844220005548,0.32434091774316937,0.0001
63,0.1925271876466771,0.28782910796312183,0.20196094851081187,0.34507453269683397,0.0001
64,0.18468406318376462,0.28869425448087543,0.19898438826203346,0.34850081228292906,0.0001
65,0.1819782121727864,0.2832733845481506,0.20100461290432856,0.3381192208482669,0.0001
66,0.18012278759852052,0.2817539589909407,0.19992872872031653,0.3363040955020831,0.0001
67,0.17811035563548405,0.28128522290633273,0.19820170219127947,0.33667421570191014,0.0001
68,0.17610153450320165,0.2745992850798827,0.1967466098184769,0.32650105082071745,0.0001
69,0.1753781558945775,0.29553503543138504,0.20191949233412743,0.35794538030257594,0.0001
70,0.17384747425094246,0.2860116265141047,0.20008554510199106,0.3432956664608075,0.0001
71,0.17392906323075294,0.27710866698851955,0.21314464509487152,0.3197513320125066,0.0001
72,0.17178372259562213,0.2884519381018785,0.2003133440246949,0.34721098037866444,0.0001
73,0.1719629978761077,0.3548157369861236,0.21930636236300835,0.4451553030655934,0.0001
74,0.1720963206142187,0.2815358701806802,0.20254864629644614,0.33419400453567505,0.0001
75,0.1690781985099117,0.28292877628253055,0.20615586781731018,0.334110700740264,0.0001
76,0.16726245932901898,0.2934995104487126,0.20540631677095705,0.3522282907596001,0.0001
77,0.16607436969255407,0.2798214096289415,0.19902512689049429,0.3336855729038899,0.0001
78,0.1644930437207222,0.3011600403831555,0.20908396948988622,0.36254407121584964,0.0001
79,0.16292022056877614,0.292075447165049,0.20185891137673304,0.35221978850089586,0.0001
80,0.1602898709786435,0.2861648058662048,0.20198857354430053,0.34228227917964643,0.0001
81,0.1591166650565962,0.28749488122188127,0.20116514168106592,0.3450480206654622,0.0001
82,0.15796015217589834,0.30516572869741,0.20984338510494965,0.3687139480159833,0.0001
83,0.16103357497292262,0.2920726056282337,0.20618130753819758,0.34933345592938936,0.0001
84,0.15928745418787002,0.2853892216315636,0.20156746701552317,0.3412703745640241,0.0001
