epoch,train_loss,val_loss,boundary_loss,mask_loss,learning_rate
1,0.637253201007843,0.6052636641722459,0.5778452157974243,0.6235426068305969,0.0001
2,0.5717980628212292,0.5664938138081477,0.5280803877573746,0.5921027293572059,0.0001
3,0.5369878153006236,0.4997683740579165,0.49206738288585955,0.5049023376061366,0.0001
4,0.5108169602851073,0.48079076409339905,0.4707494928286626,0.4874849227758554,0.0001
5,0.49282426113883654,0.46016987011982846,0.4497812482026907,0.46709559513972354,0.0001
6,0.4807725340127945,0.4311802043364598,0.4309103420147529,0.43136008427693295,0.0001
7,0.4591730510195096,0.42830674464886004,0.41797109521352327,0.4351971447467804,0.0001
8,0.448396664361159,0.3934612251245059,0.38088550705176133,0.40184500354986924,0.0001
9,0.43335704182585083,0.3876891709291018,0.3784580689210158,0.39384321524546695,0.0001
10,0.4182277947664261,0.37762600641984206,0.356492634002979,0.3917148961470677,0.0001
11,0.4042867086827755,0.3684680645282452,0.3390786670721494,0.3880609686558063,0.0001
12,0.4004269341627757,0.37405107800777143,0.3279825769937955,0.4047633959696843,0.0001
13,0.39044168243805566,0.3719575588519757,0.32829909370495725,0.4010631808867821,0.0001
14,0.3745898276567459,0.3559584548840156,0.30834160859768206,0.3877029992066897,0.0001
15,0.3724659211933613,0.3482866080907675,0.3014709170048053,0.379497046654041,0.0001
16,0.3659666381776333,0.34330402658535886,0.3096211002423213,0.3657592833042145,0.0001
17,0.3549499544004599,0.3360134638272799,0.2950686583152184,0.36330998173126805,0.0001
18,0.3516185715794563,0.3301870066386003,0.2836701228068425,0.36119824189406174,0.0001
19,0.3476808972656727,0.32744006697948164,0.277996763586998,0.3604022585428678,0.0001
20,0.33969072153170904,0.326382740185811,0.2747677140510999,0.3607927354482504,0.0001
21,0.33023721277713775,0.30687151046899647,0.2610791761141557,0.3373997142681709,0.0001
22,0.3271280862390995,0.31112751823205215,0.25652592457257783,0.34752856538845944,0.0001
23,0.3209377907216549,0.3095656702151665,0.25920632710823643,0.34313855033654433,0.0001
24,0.31950094749530156,0.30265418612040007,0.26174431236890644,0.3299274112169559,0.0001
25,0.31019766839842,0.31174668898949254,0.25393007007928997,0.3502910893697005,0.0001
26,0.3125306988755862,0.30750964696590716,0.2493111754839237,0.3463086141989781,0.0001
27,0.3167277717341979,0.30754573757831866,0.24748548979942614,0.34758588900932896,0.0001
28,0.3068862254420916,0.29912872268603397,0.24860766186163977,0.3328094046849471,0.0001
29,0.3029322426766157,0.29957908621201146,0.25257713863482845,0.3309137053214587,0.0001
30,0.2973091475665569,0.2868195886795337,0.24006779721150032,0.3179874374316289,0.0001
31,0.2920038290321827,0.2928485664037558,0.2371165110514714,0.33000326271240527,0.0001
32,0.2927092886219422,0.29592634393618655,0.2352524732167904,0.33637557809169477,0.0001
33,0.300302121664087,0.2899775207042694,0.2411885788807502,0.3225034589950855,0.0001
34,0.2915767611314853,0.28833205654070926,0.2358051618704429,0.3233499653064288,0.0001
35,0.28475594284633793,0.2905768912572127,0.23473391051475817,0.3278055294201924,0.0001
36,0.2807192167888085,0.2796006156848027,0.23413135340580574,0.30991344383129704,0.0001
37,0.28105926724771657,0.2899532593213595,0.2344110390314689,0.32698139548301697,0.0001
38,0.2875107386459907,0.29420504661706776,0.2305887112250695,0.3366159246518062,0.0001
39,0.28434514328837396,0.2837312794648684,0.2318328217818187,0.31833024208362287,0.0001
40,0.28012366717060405,0.27912814112809986,0.22798105845084557,0.31322617943470293,0.0001
41,0.2760161070773999,0.2893668802884909,0.23355084084547484,0.3265775465048276,0.0001
42,0.2753150124102831,0.28327163136922395,0.2271389365196228,0.3206934080674098,0.0001
43,0.27204281104107697,0.2786174989663638,0.2266038438448539,0.3132932541462091,0.0001
44,0.2678954755266508,0.2877923513834293,0.22584369205511534,0.3290914469040357,0.0001
45,0.26431955881416797,0.2851028407995517,0.22484554235751814,0.32527435972140384,0.0001
46,0.2614907277127107,0.2785494430707051,0.22364444342943338,0.315152754004185,0.0001
47,0.263376592596372,0.2834654450416565,0.2235595572453279,0.3234026867609758,0.0001
48,0.2599481080969175,0.2782393888785289,0.22477648464532998,0.3138813135715631,0.0001
49,0.25811445973813535,0.27602448944862074,0.22380408530051893,0.31083807349205017,0.0001
50,0.254746096705397,0.27593502402305603,0.22185063935243166,0.3119912709181125,0.0001
51,0.254608058432738,0.27043236333590287,0.22118452191352844,0.30326424080591935,0.0001
52,0.2553314567854007,0.2787128778604361,0.22525935562757346,0.3143485440657689,0.0001
53,0.25326437279582026,0.27426883578300476,0.22114444008240333,0.30968508238975817,0.0001
54,0.25058498916526634,0.2757180814559643,0.22103486840541547,0.3121735384831062,0.0001
55,0.24918592534959316,0.27129744107906634,0.22286776052071497,0.30358388790717494,0.0001
56,0.24927877336740495,0.2756615877151489,0.22115398599551275,0.31199997434249294,0.0001
57,0.2646523853143056,0.27948740353951085,0.22130529009378874,0.3182754654150743,0.0001
58,0.2543613468607267,0.27752224986369795,0.2222306911761944,0.3143832672100801,0.0001
59,0.244764864568909,0.2799993638808911,0.22056086246783918,0.31962502002716064,0.0001
60,0.2429705336689949,0.2712443390717873,0.21722023647565109,0.3072603918038882,0.0001
61,0.24249867523709934,0.2690467479137274,0.21764116103832537,0.303317129611969,0.0001
62,0.23927963736156624,0.27064509575183576,0.21801235125615046,0.3057335764169693,0.0001
63,0.2387412489702304,0.26840292375821334,0.2160517332645563,0.3033037002270038,0.0001
64,0.2368858490139246,0.28107280685351443,0.22221568799935854,0.32031087348094356,0.0001
65,0.235551759476463,0.27254319878724903,0.21645995172170493,0.30993202099433315,0.0001
66,0.2346003013352553,0.2677695384392372,0.21540990815712854,0.3026759395232567,0.0001
67,0.2320079118013382,0.2741037125770862,0.21517458672706896,0.3133897907458819,0.0001
68,0.23082711299260458,0.2727935084929833,0.219858406828,0.3080835583118292,0.0001
69,0.23268396196266014,0.2722629171151381,0.2150724300971398,0.3103899027292545,0.0001
70,0.23192313661177952,0.27578307115114653,0.21954783224142516,0.3132732097919171,0.0001
71,0.22932769159475963,0.2719132315654021,0.21600498602940485,0.30918537653409517,0.0001
72,0.23128502344091734,0.2740440506201524,0.21595160777752215,0.3127723290370061,0.0001
73,0.23056676896909872,0.26774128010639775,0.21484133715812975,0.30300789498365843,0.0001
74,0.22759741122523944,0.2712814028446491,0.21495887637138367,0.3088297408360701,0.0001
75,0.22692371184627216,0.27269676327705383,0.21479157759593084,0.31130020778912765,0.0001
76,0.2241160999983549,0.2819257905850044,0.2206353212778385,0.32278608817320603,0.0001
77,0.22228044904768468,0.2682234255167154,0.21351237365832695,0.304697443659489,0.0001
78,0.21852349067727725,0.2744247088065514,0.2177116102897204,0.31223342281121474,0.0001
79,0.21842290175457796,0.277836317053208,0.2160626076734983,0.31901877660017747,0.0001
80,0.21459450734158356,0.26835692960482377,0.21291884321432847,0.3053156378177496,0.0001
81,0.21427367366850375,0.2677393383704699,0.2143765573318188,0.3033145058613557,0.0001
82,0.2131084295610587,0.2692475112584921,0.21393415790337783,0.3061230606757678,0.0001
83,0.21228219245870908,0.2678676121509992,0.2134682066165484,0.30413387142694914,0.0001
84,0.2108796777824561,0.2721165189376244,0.2136390472833927,0.31110148475720334,0.0001
85,0.21079292744398118,0.2685278356075287,0.2123143902191749,0.30600344790862155,0.0001
86,0.20859410980095466,0.27473422999565417,0.2133993128171334,0.31562415682352507,0.0001
87,0.20623620102802911,0.2748377873347356,0.21399574669507834,0.3153991332420936,0.0001
88,0.2074719162657857,0.2730325162410736,0.2128382806594555,0.31316199669471156,0.0001
89,0.20625342192749183,0.284160852432251,0.21211513303793395,0.33219131941978747,0.0001
90,0.20640287150939304,0.2710669453327472,0.2113715261220932,0.3108638742795357,0.0001
91,0.20415022112429143,0.26620971124905807,0.2151171714067459,0.3002713941610776,0.0001
92,0.2118971163406968,0.26955562829971313,0.21184917023548713,0.3080265854413693,0.0001
93,0.20176388068745535,0.2678387486017667,0.21156356655634367,0.30535551561759067,0.0001
94,0.20096234070758026,0.270837114407466,0.21219273599294516,0.30993335292889523,0.0001
95,0.20354525757332642,0.27523125822727496,0.21160515798972204,0.31764863660702336,0.0001
96,0.20947570844242971,0.29919980810238767,0.22193602185982925,0.35070898785040927,0.0001
97,0.21970669974883397,0.2747247757819983,0.21348808247309464,0.3155492234688539,0.0001
98,0.20239822020133336,0.27055193139956546,0.21047123005756965,0.3106057128080955,0.0001
99,0.19789640481273332,0.2711503700568126,0.21150507720617148,0.31091388028401595,0.0001
100,0.1948941906914115,0.2692016340219058,0.21183997736527369,0.3074427235584993,0.0001
